epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,1050.06,1.39738,1.26721,1.22158,0.80741,0.77687,0.76569,0.43183,1.45776,1.25217,1.27909,0.00039016,0.00039016,0.00039016
156,1057.17,1.38477,1.26336,1.21463,0.83529,0.70437,0.7526,0.44493,1.44268,1.30426,1.26854,0.0003862,0.0003862,0.0003862
157,1064.17,1.37284,1.2385,1.21844,0.81682,0.77235,0.77043,0.44259,1.41618,1.28527,1.2494,0.00038224,0.00038224,0.00038224
158,1071.13,1.39814,1.26266,1.21746,0.74064,0.74118,0.75818,0.43178,1.45807,1.32241,1.25263,0.00037828,0.00037828,0.00037828
159,1078.08,1.36556,1.20751,1.19472,0.76867,0.68363,0.76527,0.43052,1.42001,1.22412,1.232,0.00037432,0.00037432,0.00037432
160,1085.02,1.37287,1.23019,1.20166,0.84472,0.73288,0.77004,0.45092,1.40895,1.25127,1.22805,0.00037036,0.00037036,0.00037036
161,1091.96,1.36843,1.24239,1.21326,0.81965,0.64446,0.74702,0.44614,1.38186,1.28797,1.22022,0.0003664,0.0003664,0.0003664
162,1098.94,1.37013,1.2303,1.20378,0.82782,0.70245,0.77798,0.44561,1.40465,1.19426,1.22536,0.00036244,0.00036244,0.00036244
163,1105.85,1.36133,1.22436,1.20294,0.81782,0.72959,0.76874,0.42798,1.48794,1.26594,1.24732,0.00035848,0.00035848,0.00035848
164,1112.83,1.37901,1.23641,1.20734,0.70753,0.72212,0.74627,0.42403,1.44057,1.25245,1.24051,0.00035452,0.00035452,0.00035452
165,1119.87,1.34694,1.19959,1.19419,0.8319,0.69223,0.76086,0.46108,1.40456,1.21401,1.23879,0.00035056,0.00035056,0.00035056
166,1126.9,1.34414,1.19064,1.18663,0.74995,0.68864,0.7362,0.45355,1.37642,1.23558,1.21533,0.0003466,0.0003466,0.0003466
167,1133.86,1.36276,1.20742,1.20932,0.83682,0.69356,0.77254,0.47035,1.37768,1.20337,1.20861,0.00034264,0.00034264,0.00034264
168,1140.85,1.35067,1.19844,1.20117,0.76296,0.67981,0.73648,0.42541,1.40734,1.20119,1.22514,0.00033868,0.00033868,0.00033868
169,1147.87,1.32688,1.17444,1.18861,0.80569,0.75958,0.76906,0.44769,1.43134,1.21377,1.23114,0.00033472,0.00033472,0.00033472
170,1154.85,1.34127,1.17548,1.18469,0.84496,0.74889,0.77106,0.4603,1.42739,1.22651,1.22612,0.00033076,0.00033076,0.00033076
171,1161.78,1.32623,1.16862,1.18166,0.81923,0.76255,0.77346,0.4639,1.39438,1.2462,1.2325,0.0003268,0.0003268,0.0003268
172,1168.76,1.37881,1.22176,1.20164,0.80872,0.7507,0.7684,0.4581,1.4147,1.21848,1.23219,0.00032284,0.00032284,0.00032284
173,1175.75,1.32384,1.16686,1.1833,0.81718,0.76735,0.77268,0.45859,1.38932,1.21288,1.22938,0.00031888,0.00031888,0.00031888
174,1182.81,1.34001,1.18114,1.18914,0.82933,0.7616,0.76701,0.46321,1.36376,1.26132,1.20515,0.00031492,0.00031492,0.00031492
175,1189.79,1.35859,1.20899,1.20641,0.76672,0.72278,0.75374,0.44765,1.4346,1.29892,1.22518,0.00031096,0.00031096,0.00031096
176,1196.69,1.33162,1.20927,1.19176,0.67879,0.83863,0.76913,0.44136,1.4079,1.21211,1.23214,0.000307,0.000307,0.000307
177,1203.72,1.38118,1.24002,1.22119,0.8248,0.78195,0.78195,0.45255,1.46828,1.30041,1.24056,0.00030304,0.00030304,0.00030304
178,1210.75,1.38139,1.21745,1.20797,0.82567,0.73835,0.77245,0.46019,1.41572,1.28854,1.21666,0.00029908,0.00029908,0.00029908
179,1217.75,1.36742,1.19508,1.19451,0.84954,0.78248,0.78493,0.47566,1.3622,1.30179,1.20242,0.00029512,0.00029512,0.00029512
180,1224.79,1.34162,1.17193,1.18558,0.87755,0.72276,0.78987,0.4819,1.36866,1.20993,1.19458,0.00029116,0.00029116,0.00029116
181,1231.82,1.34355,1.19186,1.18705,0.79203,0.7345,0.76936,0.45893,1.45365,1.26576,1.22269,0.0002872,0.0002872,0.0002872
